[2025-06-27 14:42:18] Allowed: Ether / Dot1Q / IP / UDP 113.173.32.113:59642 > 192.168.1.172:51166 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:21] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:22] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:22] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:22] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:22] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / TCP 192.168.1.172:7218 > 3.175.179.16:https RA | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 192.168.1.172:63002 > 74.125.250.129:19302 / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 74.125.250.129:19302 > 192.168.1.172:63002 / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 104.18.41.41:https > 192.168.1.172:60989 / Raw | Reason: Rule Passed
[2025-06-27 15:15:23] Allowed: Ether / IP / UDP 192.168.1.172:60103 > 183.83.52.28:65273 / Raw | Reason: Rule Passed
[2025-06-27 15:15:24] Allowed: Ether / Dot1Q / IP / UDP 183.83.52.28:65273 > 192.168.1.172:60103 / Raw | Reason: Rule Passed
[2025-06-27 15:15:25] Allowed: Ether / IP / UDP 192.168.1.172:60989 > 104.18.41.41:https / Raw | Reason: Rule Passed
